date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:04	297716/297716	---M-Z	200	added ('OK')	text/html	etag:%2248af4-609b6e5207ac5-gzip%22	https://themesbrand.com/velzon/html/material/index.html	E:/admin/themesbrand.com/velzon/html/material/index.html	(from )
18:08:04	24/24	---M--	200	added ('OK')	text/plain	etag:%2218-607430e6e63c6%22	https://themesbrand.com/robots.txt		(from )
18:08:04	2144/2144	---M-Z	200	added ('OK')	text/css	etag:%22860-60743104f3a40-gzip%22	https://themesbrand.com/velzon/html/material/assets/libs/jsvectormap/css/jsvectormap.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/libs/jsvectormap/css/jsvectormap.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:05	113853/113853	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%221bcbd-607431046ed3d%22	https://themesbrand.com/velzon/html/material/assets/images/favicon.ico	E:/admin/themesbrand.com/velzon/html/material/assets/images/favicon.ico	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:05	17905/17905	---M-Z	200	added ('OK')	text/css	etag:%2245f1-6074310518c01-gzip%22	https://themesbrand.com/velzon/html/material/assets/libs/swiper/swiper-bundle.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/libs/swiper/swiper-bundle.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:05	1237/1237	---M-Z	200	added ('OK')	application/javascript	etag:%224d5-607431048355d-gzip%22	https://themesbrand.com/velzon/html/material/assets/js/layout.js	E:/admin/themesbrand.com/velzon/html/material/assets/js/layout.js	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:05	282395/282395	---M-Z	200	added ('OK')	text/css	etag:%2244f1b-609b6e51e3897-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/bootstrap.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/css/bootstrap.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:05	604709/604709	---MCZ	200	added ('OK')	text/css	etag:%2293a25-609b6e51e4838-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/icons.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/css/icons.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:06	44/44	---M--	200	added ('OK')	text/css	etag:%222c-607431044f93c%22	https://themesbrand.com/velzon/html/material/assets/css/custom.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/css/custom.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:06	340101/340101	---M-Z	200	added ('OK')	text/css	etag:%2253085-6103c8c7052cb-gzip%22	https://themesbrand.com/velzon/html/material/assets/css/app.min.css	E:/admin/themesbrand.com/velzon/html/material/assets/css/app.min.css	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:06	7222/7222	---M--	200	added ('OK')	image/png	etag:%221c36-60743104779dd%22	https://themesbrand.com/velzon/html/material/assets/images/logo-sm.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/logo-sm.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:06	3960/3960	---M--	200	added ('OK')	image/png	etag:%22f78-60743104779dd%22	https://themesbrand.com/velzon/html/material/assets/images/logo-dark.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/logo-dark.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:06	3722/3722	---M--	200	added ('OK')	image/png	etag:%22e8a-60743104779dd%22	https://themesbrand.com/velzon/html/material/assets/images/logo-light.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/logo-light.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:07	17336/17336	---M--	200	added ('OK')	image/jpeg	etag:%2243b8-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-2.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-2.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:07	11267/11267	---M--	200	added ('OK')	image/jpeg	etag:%222c03-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-3.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-3.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:07	11561/11561	---M--	200	added ('OK')	image/jpeg	etag:%222d29-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-5.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-5.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:07	295757/295757	---M-Z	200	added ('OK')	text/html	etag:%224834d-609b6e5209a05-gzip%22	https://themesbrand.com/velzon/html/material/pages-search-results.html	E:/admin/themesbrand.com/velzon/html/material/pages-search-results.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:08	16289/16289	---M--	200	added ('OK')	image/svg+xml	etag:%223fa1-6074310473b5d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/us.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/us.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:08	5913/5913	---M--	200	added ('OK')	image/svg+xml	etag:%221719-6074310473b5d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/spain.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/spain.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:08	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-6074310470c7d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/germany.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/germany.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:08	690/690	---M--	200	added ('OK')	image/svg+xml	etag:%222b2-6074310471c1d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/italy.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/italy.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:08	702/702	---M--	200	added ('OK')	image/svg+xml	etag:%222be-6074310473b5d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/russia.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/russia.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:09	2483/2483	---M--	200	added ('OK')	image/svg+xml	etag:%229b3-607431046fcdd%22	https://themesbrand.com/velzon/html/material/assets/images/flags/china.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/china.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:09	428/428	---M--	200	added ('OK')	image/svg+xml	etag:%221ac-6074310470c7d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/french.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/french.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:09	259/259	---M--	200	added ('OK')	image/svg+xml	etag:%22103-607431046ed3d%22	https://themesbrand.com/velzon/html/material/assets/images/flags/ae.svg	E:/admin/themesbrand.com/velzon/html/material/assets/images/flags/ae.svg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:09	1454/1454	---M--	200	added ('OK')	image/png	etag:%225ae-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/github.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/github.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:09	701/701	---M--	200	added ('OK')	image/png	etag:%222bd-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/bitbucket.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/bitbucket.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:10	911/911	---M--	200	added ('OK')	image/png	etag:%2238f-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/dribbble.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/dribbble.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:10	772/772	---M--	200	added ('OK')	image/png	etag:%22304-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/dropbox.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/dropbox.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:10	1428/1428	---M--	200	added ('OK')	image/png	etag:%22594-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/mail_chimp.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/mail_chimp.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:10	2691/2691	---M--	200	added ('OK')	image/png	etag:%22a83-607431046dd9d%22	https://themesbrand.com/velzon/html/material/assets/images/brands/slack.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/brands/slack.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:11	218876/218876	---M-Z	200	added ('OK')	text/html	etag:%22356fc-609b6e51d9c54-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-products.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-products.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:11	62563/62563	---M--	200	added ('OK')	image/png	etag:%22f463-607431047a8bd%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-1.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/products/img-1.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:11	245572/245572	---M-Z	200	added ('OK')	text/html	etag:%223bf44-609b6e51d9c54-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-product-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-product-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:11	54572/54572	---M--	200	added ('OK')	image/png	etag:%22d52c-607431047b85d%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-2.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/products/img-2.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:12	100267/100267	---M--	200	added ('OK')	image/png	etag:%22187ab-607431047b85d%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-3.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/products/img-3.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:12	68652/68652	---M--	200	added ('OK')	image/png	etag:%2210c2c-607431047b85d%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-5.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/products/img-5.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:12	73544/73544	---M--	200	added ('OK')	image/png	etag:%2211f48-607431047b85d%22	https://themesbrand.com/velzon/html/material/assets/images/products/img-6.png	E:/admin/themesbrand.com/velzon/html/material/assets/images/products/img-6.png	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:12	229326/229326	---M-Z	200	added ('OK')	text/html	etag:%2237fce-609b6e51d8cb4-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-checkout.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-checkout.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:13	9460/9460	---M--	200	added ('OK')	image/jpeg	etag:%2224f4-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-8.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-8.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:13	11948/11948	---M--	200	added ('OK')	image/jpeg	etag:%222eac-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-6.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-6.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:13	9022/9022	---M--	200	added ('OK')	image/jpeg	etag:%22233e-607431048355d%22	https://themesbrand.com/velzon/html/material/assets/images/users/avatar-1.jpg	E:/admin/themesbrand.com/velzon/html/material/assets/images/users/avatar-1.jpg	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:13	411605/411605	---M-Z	200	added ('OK')	text/html	etag:%22647d5-609b6e5209a05-gzip%22	https://themesbrand.com/velzon/html/material/pages-profile.html	E:/admin/themesbrand.com/velzon/html/material/pages-profile.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:13	229084/229084	---M-Z	200	added ('OK')	text/html	etag:%2237edc-609b6e51d5dd2-gzip%22	https://themesbrand.com/velzon/html/material/apps-chat.html	E:/admin/themesbrand.com/velzon/html/material/apps-chat.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:14	293973/293973	---M-Z	200	added ('OK')	text/html	etag:%2247c55-609b6e51e1957-gzip%22	https://themesbrand.com/velzon/html/material/apps-tasks-kanban.html	E:/admin/themesbrand.com/velzon/html/material/apps-tasks-kanban.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:14	209930/209930	---M-Z	200	added ('OK')	text/html	etag:%223340a-609b6e5208a65-gzip%22	https://themesbrand.com/velzon/html/material/pages-faqs.html	E:/admin/themesbrand.com/velzon/html/material/pages-faqs.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:14	238180/238180	---M-Z	200	added ('OK')	text/html	etag:%223a264-609b6e5209a05-gzip%22	https://themesbrand.com/velzon/html/material/pages-profile-settings.html	E:/admin/themesbrand.com/velzon/html/material/pages-profile-settings.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:14	5927/5927	---M-Z	200	added ('OK')	text/html	etag:%221727-607431051ca81-gzip%22	https://themesbrand.com/velzon/html/material/auth-lockscreen-basic.html	E:/admin/themesbrand.com/velzon/html/material/auth-lockscreen-basic.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:15	5045/5045	---M-Z	200	added ('OK')	text/html	etag:%2213b5-607431051da21-gzip%22	https://themesbrand.com/velzon/html/material/auth-logout-basic.html	E:/admin/themesbrand.com/velzon/html/material/auth-logout-basic.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:15	230630/230630	---M-Z	200	added ('OK')	text/html	etag:%22384e6-609b6e5204be4-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-analytics.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-analytics.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:15	244723/244723	---M-Z	200	added ('OK')	text/html	etag:%223bbf3-609b6e5204be4-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-crm.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-crm.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:15	284190/284190	---M-Z	200	added ('OK')	text/html	etag:%224561e-609b6e5204be4-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-crypto.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-crypto.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:16	280268/280268	---M-Z	200	added ('OK')	text/html	etag:%22446cc-609b6e5205b84-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-projects.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-projects.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:16	275395/275395	---M-Z	200	added ('OK')	text/html	etag:%22433c3-609b6e5204be4-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-nft.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-nft.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:16	272417/272417	---M-Z	200	added ('OK')	text/html	etag:%2242821-609b6e5204be4-gzip%22	https://themesbrand.com/velzon/html/material/dashboard-job.html	E:/admin/themesbrand.com/velzon/html/material/dashboard-job.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:16	205328/205328	---M-Z	200	added ('OK')	text/html	etag:%2232210-609b6e51d5dd2-gzip%22	https://themesbrand.com/velzon/html/material/apps-calendar.html	E:/admin/themesbrand.com/velzon/html/material/apps-calendar.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:16	205283/205283	---M-Z	200	added ('OK')	text/html	etag:%22321e3-609b6e51d5dd2-gzip%22	https://themesbrand.com/velzon/html/material/apps-calendar-month-grid.html	E:/admin/themesbrand.com/velzon/html/material/apps-calendar-month-grid.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:17	242652/242652	---M-Z	200	added ('OK')	text/html	etag:%223b3dc-609b6e51ddad5-gzip%22	https://themesbrand.com/velzon/html/material/apps-mailbox.html	E:/admin/themesbrand.com/velzon/html/material/apps-mailbox.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:17	225801/225801	---M-Z	200	added ('OK')	text/html	etag:%2237209-609b6e51dabf4-gzip%22	https://themesbrand.com/velzon/html/material/apps-email-basic.html	E:/admin/themesbrand.com/velzon/html/material/apps-email-basic.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:17	226124/226124	---M-Z	200	added ('OK')	text/html	etag:%223734c-609b6e51dabf4-gzip%22	https://themesbrand.com/velzon/html/material/apps-email-ecommerce.html	E:/admin/themesbrand.com/velzon/html/material/apps-email-ecommerce.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:17	212452/212452	---M-Z	200	added ('OK')	text/html	etag:%2233de4-609b6e51d8cb4-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-add-product.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-add-product.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:17	215470/215470	---M-Z	200	added ('OK')	text/html	etag:%22349ae-609b6e51d9c54-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-orders.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-orders.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:18	218813/218813	---M-Z	200	added ('OK')	text/html	etag:%22356bd-609b6e51d9c54-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-order-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-order-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:18	207943/207943	---M-Z	200	added ('OK')	text/html	etag:%2232c47-609b6e51d8cb4-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-customers.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-customers.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:18	207831/207831	---M-Z	200	added ('OK')	text/html	etag:%2232bd7-609b6e51d8cb4-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-cart.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-cart.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:18	214006/214006	---M-Z	200	added ('OK')	text/html	etag:%22343f6-609b6e51dabf4-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-sellers.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-sellers.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:19	220046/220046	---M-Z	200	added ('OK')	text/html	etag:%2235b8e-609b6e51d9c54-gzip%22	https://themesbrand.com/velzon/html/material/apps-ecommerce-seller-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-ecommerce-seller-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:19	283267/283267	---M-Z	200	added ('OK')	text/html	etag:%2245283-609b6e51e09b6-gzip%22	https://themesbrand.com/velzon/html/material/apps-projects-list.html	E:/admin/themesbrand.com/velzon/html/material/apps-projects-list.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:19	351562/351562	---M-Z	200	added ('OK')	text/html	etag:%2255d4a-609b6e51e09b6-gzip%22	https://themesbrand.com/velzon/html/material/apps-projects-overview.html	E:/admin/themesbrand.com/velzon/html/material/apps-projects-overview.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:19	212416/212416	---M-Z	200	added ('OK')	text/html	etag:%2233dc0-609b6e51e09b6-gzip%22	https://themesbrand.com/velzon/html/material/apps-projects-create.html	E:/admin/themesbrand.com/velzon/html/material/apps-projects-create.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:19	226507/226507	---M-Z	200	added ('OK')	text/html	etag:%22374cb-609b6e51e1957-gzip%22	https://themesbrand.com/velzon/html/material/apps-tasks-list-view.html	E:/admin/themesbrand.com/velzon/html/material/apps-tasks-list-view.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:20	253807/253807	---M-Z	200	added ('OK')	text/html	etag:%223df6f-609b6e51e09b6-gzip%22	https://themesbrand.com/velzon/html/material/apps-tasks-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-tasks-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:20	218518/218518	---M-Z	200	added ('OK')	text/html	etag:%2235596-609b6e51d6d73-gzip%22	https://themesbrand.com/velzon/html/material/apps-crm-contacts.html	E:/admin/themesbrand.com/velzon/html/material/apps-crm-contacts.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:20	220037/220037	---M-Z	200	added ('OK')	text/html	etag:%2235b85-609b6e51d6d73-gzip%22	https://themesbrand.com/velzon/html/material/apps-crm-companies.html	E:/admin/themesbrand.com/velzon/html/material/apps-crm-companies.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:20	330483/330483	---M-Z	200	added ('OK')	text/html	etag:%2250af3-609b6e51d6d73-gzip%22	https://themesbrand.com/velzon/html/material/apps-crm-deals.html	E:/admin/themesbrand.com/velzon/html/material/apps-crm-deals.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:20	227934/227934	---M-Z	200	added ('OK')	text/html	etag:%2237a5e-609b6e51d6d73-gzip%22	https://themesbrand.com/velzon/html/material/apps-crm-leads.html	E:/admin/themesbrand.com/velzon/html/material/apps-crm-leads.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:21	229358/229358	---M-Z	200	added ('OK')	text/html	etag:%2237fee-609b6e51d7d13-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-transactions.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-transactions.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:21	234387/234387	---M-Z	200	added ('OK')	text/html	etag:%2239393-609b6e51d7d13-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-buy-sell.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-buy-sell.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:21	219304/219304	---M-Z	200	added ('OK')	text/html	etag:%22358a8-609b6e51d7d13-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-orders.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-orders.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:21	235566/235566	---M-Z	200	added ('OK')	text/html	etag:%223982e-609b6e51d8cb4-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-wallet.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-wallet.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:22	227100/227100	---M-Z	200	added ('OK')	text/html	etag:%223771c-609b6e51d7d13-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-ico.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-ico.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:22	214630/214630	---M-Z	200	added ('OK')	text/html	etag:%2234666-609b6e51d7d13-gzip%22	https://themesbrand.com/velzon/html/material/apps-crypto-kyc.html	E:/admin/themesbrand.com/velzon/html/material/apps-crypto-kyc.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:22	207172/207172	---M-Z	200	added ('OK')	text/html	etag:%2232944-609b6e51dbb95-gzip%22	https://themesbrand.com/velzon/html/material/apps-invoices-list.html	E:/admin/themesbrand.com/velzon/html/material/apps-invoices-list.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:22	205325/205325	---M-Z	200	added ('OK')	text/html	etag:%223220d-609b6e51dbb95-gzip%22	https://themesbrand.com/velzon/html/material/apps-invoices-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-invoices-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:22	218313/218313	---M-Z	200	added ('OK')	text/html	etag:%22354c9-609b6e51dbb95-gzip%22	https://themesbrand.com/velzon/html/material/apps-invoices-create.html	E:/admin/themesbrand.com/velzon/html/material/apps-invoices-create.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:23	215002/215002	---M-Z	200	added ('OK')	text/html	etag:%22347da-609b6e51e28f7-gzip%22	https://themesbrand.com/velzon/html/material/apps-tickets-list.html	E:/admin/themesbrand.com/velzon/html/material/apps-tickets-list.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:23	213627/213627	---M-Z	200	added ('OK')	text/html	etag:%223427b-609b6e51e1957-gzip%22	https://themesbrand.com/velzon/html/material/apps-tickets-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-tickets-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:23	225402/225402	---M-Z	200	added ('OK')	text/html	etag:%223707a-609b6e51dfa16-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-marketplace.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-marketplace.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:23	195941/195941	---M-Z	200	added ('OK')	text/html	etag:%222fd65-609b6e51dea76-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-explore.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-explore.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:23	220326/220326	---M-Z	200	added ('OK')	text/html	etag:%2235ca6-609b6e51ddad5-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-auction.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-auction.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:24	235993/235993	---M-Z	200	added ('OK')	text/html	etag:%22399d9-609b6e51dfa16-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-item-details.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-item-details.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:24	203899/203899	---M-Z	200	added ('OK')	text/html	etag:%2231c7b-609b6e51dea76-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-collections.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-collections.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:24	220842/220842	---M-Z	200	added ('OK')	text/html	etag:%2235eaa-609b6e51dea76-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-creators.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-creators.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:24	212137/212137	---M-Z	200	added ('OK')	text/html	etag:%2233ca9-609b6e51dfa16-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-ranking.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-ranking.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:25	195327/195327	---M-Z	200	added ('OK')	text/html	etag:%222faff-609b6e51e09b6-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-wallet.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-wallet.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:25	194813/194813	---M-Z	200	added ('OK')	text/html	etag:%222f8fd-609b6e51dea76-gzip%22	https://themesbrand.com/velzon/html/material/apps-nft-create.html	E:/admin/themesbrand.com/velzon/html/material/apps-nft-create.html	(from https://themesbrand.com/velzon/html/material/index.html)
18:08:25	233102/233102	---M-Z	200	added ('OK')	text/html	etag:%2238e8e-609b6e51dabf4-gzip%22	https://themesbrand.com/velzon/html/material/apps-file-manager.html	E:/admin/themesbrand.com/velzon/html/material/apps-file-manager.html	(from https://themesbrand.com/velzon/html/material/index.html)
